Timestep,Oligomers,Aggregates
251,0,24
252,0,24
253,0,24
254,0,24
255,0,24
256,0,24
257,0,24
258,0,24
259,0,24
260,0,24
261,0,24
262,0,24
263,0,24
264,0,24
265,0,24
266,0,24
267,0,24
268,0,24
269,0,24
270,0,24
271,0,24
272,0,24
273,0,24
274,0,24
275,0,24
276,0,24
277,0,24
278,0,24
279,0,24
280,0,24
281,0,24
282,0,24
283,0,24
284,0,24
285,0,24
286,0,24
287,0,24
288,0,24
289,0,24
290,0,24
291,0,24
292,0,24
293,0,24
294,0,24
295,0,24
296,0,24
297,0,24
298,0,24
299,0,24
300,0,24
301,0,24
302,0,24
303,0,24
304,0,24
305,0,24
306,0,24
307,0,24
308,0,24
309,0,24
310,0,24
311,0,24
312,0,24
313,0,24
314,0,24
315,0,24
316,0,24
317,0,24
318,0,24
319,0,24
320,0,24
321,0,24
322,0,24
323,0,24
324,0,24
325,0,24
326,0,24
327,0,24
328,0,24
329,0,24
330,0,24
331,0,24
332,0,24
333,0,24
334,0,24
335,0,24
336,0,24
337,0,24
338,0,24
339,0,24
340,0,24
341,0,24
342,0,24
343,0,24
344,0,24
345,0,24
346,0,24
347,0,24
348,0,24
349,0,24
350,0,24
351,0,24
352,0,24
353,0,24
354,0,24
355,0,24
356,0,24
357,0,24
358,0,24
359,0,24
360,0,24
361,0,24
362,0,24
363,0,24
364,0,24
365,0,24
366,0,24
367,0,24
368,0,24
369,0,24
370,0,24
371,0,24
372,0,24
373,0,24
374,0,24
375,0,24
376,0,24
377,0,24
378,0,24
379,0,24
380,0,24
381,0,24
382,0,24
383,0,24
384,0,24
385,0,24
386,0,24
387,0,24
388,0,24
389,0,24
390,0,24
391,0,24
392,0,24
393,0,24
394,0,24
395,0,24
396,0,24
397,0,24
398,0,24
399,0,24
400,0,24
401,0,24
402,0,24
403,0,24
404,0,24
405,0,24
406,0,24
407,0,24
408,0,24
409,0,24
410,0,24
411,0,24
412,0,24
413,0,24
414,0,24
415,0,24
416,0,24
417,0,24
418,0,24
419,0,24
420,0,24
421,0,24
422,0,24
423,0,24
424,0,24
425,0,24
426,0,24
427,0,24
428,0,24
429,0,24
430,0,24
431,0,24
432,0,24
433,0,24
434,0,24
435,0,24
436,0,24
437,0,24
438,0,24
439,0,24
440,0,24
441,0,24
442,0,24
443,0,24
444,0,24
445,0,24
446,0,24
447,0,24
448,0,24
449,0,24
450,0,24
451,0,24
452,0,24
453,0,24
454,0,24
455,0,24
456,0,24
457,0,24
458,0,24
459,0,24
460,0,24
461,0,24
462,0,24
463,0,24
464,0,24
465,0,24
466,0,24
467,0,24
468,0,24
469,0,24
470,0,24
471,0,24
472,0,24
473,0,24
474,0,24
475,0,24
476,0,24
477,0,24
478,0,24
479,0,24
480,0,24
481,0,24
482,0,24
483,0,24
484,0,24
485,0,24
486,0,24
487,0,24
488,0,24
489,0,24
490,0,24
491,0,24
492,0,24
493,0,24
494,0,24
495,0,24
496,0,24
497,0,24
498,0,24
499,0,24
500,0,24
501,0,24
502,0,24
503,0,24
504,0,24
505,0,24
506,0,24
507,0,24
508,0,24
509,0,24
510,0,24
511,0,24
512,0,24
513,0,24
514,0,24
515,0,24
516,0,24
517,0,24
518,0,24
519,0,24
520,0,24
521,0,24
522,0,24
523,0,24
524,0,24
525,0,24
526,0,24
527,0,24
528,0,24
529,0,24
530,0,24
531,0,24
532,0,24
533,0,24
534,0,24
535,0,24
536,0,24
537,0,24
538,0,24
539,0,24
540,0,24
541,0,24
542,0,24
543,0,24
544,0,24
545,0,24
546,0,24
547,0,24
548,0,24
549,0,24
550,0,24
551,0,24
552,0,24
553,0,24
554,0,24
555,0,24
556,0,24
557,0,24
558,0,24
559,0,24
560,0,24
561,0,24
562,0,24
563,0,24
564,0,24
565,0,24
566,0,24
567,0,24
568,0,24
569,0,24
570,0,24
571,0,24
572,0,24
573,0,24
574,0,24
575,0,24
576,0,24
577,0,24
578,0,24
579,0,24
580,0,24
581,0,24
582,0,24
583,0,24
584,0,24
585,0,24
586,0,24
587,0,24
588,0,24
589,0,24
590,0,24
591,0,24
592,0,24
593,0,24
594,0,24
595,0,24
596,0,24
597,0,24
598,0,24
599,0,24
600,0,24
601,0,24
602,0,24
603,0,24
604,0,24
605,0,24
606,0,24
607,0,24
608,0,24
609,0,24
610,0,24
611,0,24
612,0,24
613,0,24
614,0,24
615,0,24
616,0,24
617,0,24
618,0,24
619,0,24
620,0,24
621,0,24
622,0,24
623,0,24
624,0,24
625,0,24
626,0,24
627,0,24
628,0,24
629,0,24
630,0,24
631,0,24
632,0,24
633,0,24
634,0,24
635,0,24
636,0,24
637,0,24
638,0,24
639,0,24
640,0,24
641,0,24
642,0,24
643,0,24
644,0,24
645,0,24
646,0,24
647,0,24
648,0,24
649,0,24
650,0,24
651,0,24
652,0,24
653,0,24
654,0,24
655,0,24
656,0,24
657,0,24
658,0,24
659,0,24
660,0,24
661,0,24
662,0,24
663,0,24
664,0,24
665,0,24
666,0,24
667,0,24
668,0,24
669,0,24
670,0,24
671,0,24
672,0,24
673,0,24
674,0,24
675,0,24
676,0,24
677,0,24
678,0,24
679,0,24
680,0,24
681,0,24
682,0,24
683,0,24
684,0,24
685,0,24
686,0,24
687,0,24
688,0,24
689,0,24
690,0,24
691,0,24
692,0,24
693,0,24
694,0,24
695,0,24
696,0,24
697,0,24
698,0,24
699,0,24
700,0,24
701,0,24
702,0,24
703,0,24
704,0,24
705,0,24
706,0,24
707,0,24
708,0,24
709,0,24
710,0,24
711,0,24
712,0,24
713,0,24
714,0,24
715,0,24
716,0,24
717,0,24
718,0,24
719,0,24
720,0,24
721,0,24
722,0,24
723,0,24
724,0,24
725,0,24
726,0,24
727,0,24
728,0,24
729,0,24
730,0,24
731,0,24
732,0,24
733,0,24
734,0,24
735,0,24
736,0,24
737,0,24
738,0,24
739,0,24
740,0,24
741,0,24
742,0,24
743,0,24
744,0,24
745,0,24
746,0,24
747,0,24
748,0,24
749,0,24
750,0,24
751,0,24
752,0,24
753,0,24
754,0,24
755,0,24
756,0,24
757,0,24
758,0,24
759,0,24
760,0,24
761,0,24
762,0,24
763,0,24
764,0,24
765,0,24
766,0,24
767,0,24
768,0,24
769,0,24
770,0,24
771,0,24
772,0,24
773,0,24
774,0,24
775,0,24
776,0,24
777,0,24
778,0,24
779,0,24
780,0,24
781,0,24
782,0,24
783,0,24
784,0,24
785,0,24
786,0,24
787,0,24
788,0,24
789,0,24
790,0,24
791,0,24
792,0,24
793,0,24
794,0,24
795,0,24
796,0,24
797,0,24
798,0,24
799,0,24
800,0,24
801,0,24
802,0,24
803,0,24
804,0,24
805,0,24
806,0,24
807,0,24
808,0,24
809,0,24
810,0,24
811,0,24
812,0,24
813,0,24
814,0,24
815,0,24
816,0,24
817,0,24
818,0,24
819,0,24
820,0,24
821,0,24
822,0,24
823,0,24
824,0,24
825,0,24
826,0,24
827,0,24
828,0,24
829,0,24
830,0,24
831,0,24
832,0,24
833,0,24
834,0,24
835,0,24
836,0,24
837,0,24
838,0,24
839,0,24
840,0,24
841,0,24
842,0,24
843,0,24
844,0,24
845,0,24
846,0,24
847,0,24
848,0,24
849,0,24
850,0,24
851,0,24
852,0,24
853,0,24
854,0,24
855,0,24
856,0,24
857,0,24
858,0,24
859,0,24
860,0,24
861,0,24
862,0,24
863,0,24
864,0,24
865,0,24
866,0,24
867,0,24
868,0,24
869,0,24
870,0,24
871,0,24
872,0,24
873,0,24
874,0,24
875,0,24
876,0,24
877,0,24
878,0,24
879,0,24
880,0,24
881,0,24
882,0,24
883,0,24
884,0,24
885,0,24
886,0,24
887,0,24
888,0,24
889,0,24
890,0,24
891,0,24
892,0,24
893,0,24
894,0,24
895,0,24
896,0,24
897,0,24
898,0,24
899,0,24
900,0,24
901,0,24
902,0,24
903,0,24
904,0,24
905,0,24
906,0,24
907,0,24
908,0,24
909,0,24
910,0,24
911,0,24
912,0,24
913,0,24
914,0,24
915,0,24
916,0,24
917,0,24
918,0,24
919,0,24
920,0,24
921,0,24
922,0,24
923,0,24
924,0,24
925,0,24
926,0,24
927,0,24
928,0,24
929,0,24
930,0,24
931,0,24
932,0,24
933,0,24
934,0,24
935,0,24
936,0,24
937,0,24
938,0,24
939,0,24
940,0,24
941,0,24
942,0,24
943,0,24
944,0,24
945,0,24
946,0,24
947,0,24
948,0,24
949,0,24
950,0,24
951,0,24
952,0,24
953,0,24
954,0,24
955,0,24
956,0,24
957,0,24
958,0,24
959,0,24
960,0,24
961,0,24
962,0,24
963,0,24
964,0,24
965,0,24
966,0,24
967,0,24
968,0,24
969,0,24
970,0,24
971,0,24
972,0,24
973,0,24
974,0,24
975,0,24
976,0,24
977,0,24
978,0,24
979,0,24
980,0,24
981,0,24
982,0,24
983,0,24
984,0,24
985,0,24
986,0,24
987,0,24
988,0,24
989,0,24
990,0,24
991,0,24
992,0,24
993,0,24
994,0,24
995,0,24
996,0,24
997,0,24
998,0,24
999,0,24
1000,0,24
